Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
9.746000000e+003	-8.304448500e+000	1.852870540e+001		9.746000000e+003	-7.151355878e+000	-3.262910417e+000		9.746000000e+003	-5.036635826e+000	-9.678568844e+000		
9.747000000e+003	-7.984038281e+000	1.869973846e+001		9.747000000e+003	-7.322368709e+000	-2.802428477e+000		9.747000000e+003	-5.633160708e+000	-9.791528680e+000		
9.748000000e+003	-8.165166431e+000	1.852171290e+001		9.748000000e+003	-7.220412648e+000	-1.957022183e+000		9.748000000e+003	-5.925562418e+000	-9.567241215e+000		
9.749000000e+003	-7.864064162e+000	1.815786018e+001		9.749000000e+003	-7.347744140e+000	-2.368180470e+000		9.749000000e+003	-6.042374041e+000	-9.635360517e+000		
9.750000000e+003	-7.921407640e+000	1.800395206e+001		9.750000000e+003	-6.670255866e+000	-1.852438682e+000		9.750000000e+003	-6.409908559e+000	-8.960294100e+000		
9.751000000e+003	-8.369135347e+000	1.805933657e+001		9.751000000e+003	-5.416986814e+000	-1.872370185e+000		9.751000000e+003	-6.335715553e+000	-8.908044847e+000		
9.752000000e+003	-8.593994629e+000	1.784321169e+001		9.752000000e+003	-5.836784978e+000	-1.642102958e+000		9.752000000e+003	-6.321791625e+000	-8.846528276e+000		
9.753000000e+003	-8.540749559e+000	1.778309549e+001		9.753000000e+003	-5.226745775e+000	-1.174328607e+000		9.753000000e+003	-6.652984671e+000	-8.226166423e+000		
9.754000000e+003	-8.053664534e+000	1.768465435e+001		9.754000000e+003	-5.951179411e+000	-1.204280417e+000		9.754000000e+003	-6.940058374e+000	-8.040490191e+000		
9.755000000e+003	-8.387336230e+000	1.766763522e+001		9.755000000e+003	-4.982191886e+000	-7.916769313e-001		9.755000000e+003	-6.852632677e+000	-7.612580790e+000		
9.756000000e+003	-8.526047260e+000	1.747513765e+001		9.756000000e+003	-5.016903875e+000	-1.082391491e+000		9.756000000e+003	-6.913186885e+000	-7.790870863e+000		
9.757000000e+003	-8.882177733e+000	1.717121908e+001		9.757000000e+003	-3.782324668e+000	-2.754770702e-002		9.757000000e+003	-6.792881346e+000	-7.084766865e+000		
9.758000000e+003	-8.749512398e+000	1.653888798e+001		9.758000000e+003	-3.880284626e+000	-6.185135633e-001		9.758000000e+003	-7.484503992e+000	-6.667707198e+000		
9.759000000e+003	-8.849570963e+000	1.684819018e+001		9.759000000e+003	-4.114480078e+000	-5.494086311e-002		9.759000000e+003	-7.481988777e+000	-6.648014146e+000		
9.760000000e+003	-9.658120373e+000	1.702497252e+001		9.760000000e+003	-3.086834286e+000	-2.737567217e-001		9.760000000e+003	-7.107618523e+000	-6.342511612e+000		
9.761000000e+003	-9.250597205e+000	1.719427068e+001		9.761000000e+003	-3.155459276e+000	1.473359912e-001		9.761000000e+003	-7.541712878e+000	-6.373104188e+000		
9.762000000e+003	-9.070919212e+000	1.739675910e+001		9.762000000e+003	-3.595418447e+000	5.255245677e-001		9.762000000e+003	-7.194266238e+000	-6.061049881e+000		
9.763000000e+003	-9.374955250e+000	1.714421223e+001		9.763000000e+003	-3.245999623e+000	1.593925564e-001		9.763000000e+003	-7.378819064e+000	-5.910864009e+000		
9.764000000e+003	-9.619745646e+000	1.712586119e+001		9.764000000e+003	-2.647222484e+000	8.888667851e-001		9.764000000e+003	-7.253152453e+000	-5.579724644e+000		
9.765000000e+003	-9.657113664e+000	1.701999033e+001		9.765000000e+003	-1.665116047e+000	6.214918719e-001		9.765000000e+003	-7.375107313e+000	-5.270773317e+000		
9.766000000e+003	-1.015603957e+001	1.772746980e+001		9.766000000e+003	-2.377717943e+000	6.206076956e-001		9.766000000e+003	-7.092065890e+000	-5.412083585e+000		
9.767000000e+003	-1.006879437e+001	1.733430428e+001		9.767000000e+003	-2.083927730e+000	7.730200541e-001		9.767000000e+003	-6.993157183e+000	-4.523002174e+000		
9.768000000e+003	-1.041653664e+001	1.785249613e+001		9.768000000e+003	-1.485490082e+000	5.915358312e-001		9.768000000e+003	-6.626152081e+000	-4.496607199e+000		
9.769000000e+003	-1.035321048e+001	1.764475633e+001		9.769000000e+003	-1.173558307e+000	4.849856902e-001		9.769000000e+003	-6.662672878e+000	-4.373919091e+000		
9.770000000e+003	-1.044356839e+001	1.767361634e+001		9.770000000e+003	-1.109376857e+000	8.869922381e-001		9.770000000e+003	-6.902141878e+000	-4.354239654e+000		
9.771000000e+003	-1.074092235e+001	1.812092316e+001		9.771000000e+003	-1.014714568e+000	7.326779088e-001		9.771000000e+003	-6.443372276e+000	-4.189683681e+000		
9.772000000e+003	-1.094694202e+001	1.780558694e+001		9.772000000e+003	-7.043557757e-001	8.855236031e-001		9.772000000e+003	-6.657507079e+000	-3.863207927e+000		
9.773000000e+003	-1.126902490e+001	1.840233160e+001		9.773000000e+003	5.394141673e-001	4.831607882e-001		9.773000000e+003	-5.947883881e+000	-3.532423711e+000		
9.774000000e+003	-1.071654740e+001	1.822062308e+001		9.774000000e+003	5.679647353e-001	5.145339712e-001		9.774000000e+003	-6.378976394e+000	-3.565603464e+000		
9.775000000e+003	-1.056722470e+001	1.892141191e+001		9.775000000e+003	6.540627091e-001	5.392591058e-001		9.775000000e+003	-5.713495879e+000	-3.336180542e+000		
9.776000000e+003	-1.089386889e+001	1.965627944e+001		9.776000000e+003	5.591092124e-001	-1.697485144e-001		9.776000000e+003	-5.797558750e+000	-3.570333204e+000		
9.777000000e+003	-1.048377060e+001	1.908225496e+001		9.777000000e+003	8.294650598e-001	1.484024826e-001		9.777000000e+003	-5.517090891e+000	-3.573318320e+000		
9.778000000e+003	-1.139350898e+001	1.979406312e+001		9.778000000e+003	1.456813481e+000	1.837419623e-002		9.778000000e+003	-5.424534404e+000	-3.054599780e+000		
9.779000000e+003	-1.061581433e+001	1.973864126e+001		9.779000000e+003	1.078341804e+000	-6.465910212e-001		9.779000000e+003	-5.273102594e+000	-3.218528894e+000		
9.780000000e+003	-1.099081552e+001	2.035937265e+001		9.780000000e+003	1.045080849e+000	-6.099164762e-001		9.780000000e+003	-5.351037303e+000	-3.383499725e+000		
9.781000000e+003	-1.095788433e+001	2.038335472e+001		9.781000000e+003	2.173087937e+000	3.216072416e-001		9.781000000e+003	-5.368425195e+000	-3.232154855e+000		
9.782000000e+003	-1.039469091e+001	2.112771519e+001		9.782000000e+003	2.027582208e+000	-8.862374986e-001		9.782000000e+003	-4.883018276e+000	-3.194498983e+000		
9.783000000e+003	-9.553263995e+000	2.167353939e+001		9.783000000e+003	2.411594963e+000	-5.754828590e-001		9.783000000e+003	-5.213974427e+000	-3.184969679e+000		
9.784000000e+003	-1.006805528e+001	2.157063886e+001		9.784000000e+003	2.029363203e+000	-4.540993293e-001		9.784000000e+003	-4.893177940e+000	-3.062254342e+000		
9.785000000e+003	-1.007302814e+001	2.165562092e+001		9.785000000e+003	1.997698958e+000	-1.302841172e+000		9.785000000e+003	-4.687658895e+000	-3.133675593e+000		
9.786000000e+003	-9.307854326e+000	2.223752480e+001		9.786000000e+003	2.237754362e+000	-1.057643989e+000		9.786000000e+003	-4.787598817e+000	-3.197562286e+000		
9.787000000e+003	-8.767215373e+000	2.192426112e+001		9.787000000e+003	2.565202398e+000	-9.213290453e-001		9.787000000e+003	-4.517387091e+000	-3.090684323e+000		
9.788000000e+003	-8.653804308e+000	2.237327327e+001		9.788000000e+003	2.417140416e+000	-1.185384019e+000		9.788000000e+003	-4.203576490e+000	-3.011016854e+000		
9.789000000e+003	-8.444537336e+000	2.280291991e+001		9.789000000e+003	2.817397818e+000	-1.293361173e+000		9.789000000e+003	-4.407392922e+000	-2.988041692e+000		
9.790000000e+003	-8.791733467e+000	2.340324951e+001		9.790000000e+003	2.292078686e+000	-1.611193258e+000		9.790000000e+003	-4.152705821e+000	-2.979658939e+000		
9.791000000e+003	-8.193645230e+000	2.300659864e+001		9.791000000e+003	2.529933958e+000	-1.481655799e+000		9.791000000e+003	-3.636465541e+000	-2.952762360e+000		
9.792000000e+003	-7.168647299e+000	2.347456554e+001		9.792000000e+003	1.904119620e+000	-1.353103265e+000		9.792000000e+003	-4.168396934e+000	-3.378424172e+000		
9.793000000e+003	-6.854309227e+000	2.326339485e+001		9.793000000e+003	2.456254031e+000	-2.001426851e+000		9.793000000e+003	-4.064732425e+000	-3.149010391e+000		
9.794000000e+003	-6.921610871e+000	2.374697117e+001		9.794000000e+003	2.247536898e+000	-2.291504730e+000		9.794000000e+003	-3.571766636e+000	-3.344842202e+000		
9.795000000e+003	-6.046815928e+000	2.409439759e+001		9.795000000e+003	2.741252662e+000	-2.109930796e+000		9.795000000e+003	-3.855274070e+000	-3.412117783e+000		
9.796000000e+003	-5.914891621e+000	2.365477878e+001		9.796000000e+003	2.459422167e+000	-2.768860511e+000		9.796000000e+003	-3.624587316e+000	-3.313274426e+000		
9.797000000e+003	-5.609950401e+000	2.360414618e+001		9.797000000e+003	2.657724070e+000	-2.190185252e+000		9.797000000e+003	-3.664019320e+000	-3.347633989e+000		
9.798000000e+003	-4.426835852e+000	2.386125202e+001		9.798000000e+003	2.622591388e+000	-2.355128271e+000		9.798000000e+003	-3.320720878e+000	-2.845573399e+000		
9.799000000e+003	-4.402053244e+000	2.345481414e+001		9.799000000e+003	2.187162793e+000	-1.905653216e+000		9.799000000e+003	-3.359260926e+000	-3.014212609e+000		
9.800000000e+003	-4.293003545e+000	2.356327413e+001		9.800000000e+003	2.988310096e+000	-2.625288067e+000		9.800000000e+003	-3.425531744e+000	-3.619137943e+000		
9.801000000e+003	-2.716487364e+000	2.316502372e+001		9.801000000e+003	2.477226474e+000	-2.452044372e+000		9.801000000e+003	-3.538574434e+000	-3.095059109e+000		
9.802000000e+003	-3.305899937e+000	2.326727698e+001		9.802000000e+003	2.495220219e+000	-2.919394140e+000		9.802000000e+003	-3.360733257e+000	-3.558094774e+000		
9.803000000e+003	-2.488751301e+000	2.301669528e+001		9.803000000e+003	2.413484875e+000	-2.624453487e+000		9.803000000e+003	-3.357358761e+000	-3.829503814e+000		
9.804000000e+003	-2.370117645e+000	2.384126412e+001		9.804000000e+003	2.276025617e+000	-2.253512576e+000		9.804000000e+003	-3.403428116e+000	-3.517178381e+000		
9.805000000e+003	-1.634262847e+000	2.270071022e+001		9.805000000e+003	2.434529280e+000	-2.854000108e+000		9.805000000e+003	-3.254152093e+000	-3.621451661e+000		
9.806000000e+003	-1.818207486e+000	2.266840376e+001		9.806000000e+003	2.186532044e+000	-2.920345223e+000		9.806000000e+003	-3.182877881e+000	-3.574672397e+000		
9.807000000e+003	-9.186688340e-001	2.266851112e+001		9.807000000e+003	2.347475264e+000	-3.461383865e+000		9.807000000e+003	-3.181482960e+000	-4.051150031e+000		
9.808000000e+003	-7.798038117e-001	2.265307129e+001		9.808000000e+003	2.498058102e+000	-2.955576515e+000		9.808000000e+003	-2.768014650e+000	-3.354586812e+000		
9.809000000e+003	-5.350722026e-001	2.169727717e+001		9.809000000e+003	3.223241323e+000	-3.215474343e+000		9.809000000e+003	-3.212242607e+000	-3.592936685e+000		
9.810000000e+003	1.219590903e-001	2.164136518e+001		9.810000000e+003	1.826519249e+000	-2.757763185e+000		9.810000000e+003	-2.974615478e+000	-3.511685830e+000		
9.811000000e+003	4.637636128e-001	2.141166763e+001		9.811000000e+003	2.495406351e+000	-3.375045397e+000		9.811000000e+003	-2.892561551e+000	-4.218106855e+000		
9.812000000e+003	6.062668181e-001	2.129154881e+001		9.812000000e+003	2.138788862e+000	-2.867506454e+000		9.812000000e+003	-3.173319597e+000	-3.733666968e+000		
9.813000000e+003	9.274497193e-001	2.120939238e+001		9.813000000e+003	2.411447924e+000	-3.318078074e+000		9.813000000e+003	-2.993623128e+000	-4.036143930e+000		
9.814000000e+003	6.758764902e-001	2.031426994e+001		9.814000000e+003	2.503295864e+000	-3.519266484e+000		9.814000000e+003	-2.739679194e+000	-3.737317647e+000		
9.815000000e+003	1.755496129e+000	1.976500239e+001		9.815000000e+003	2.388337782e+000	-3.125366554e+000		9.815000000e+003	-2.813968280e+000	-3.938172691e+000		
9.816000000e+003	1.282811449e+000	2.014257404e+001		9.816000000e+003	3.328793995e+000	-2.682572806e+000		9.816000000e+003	-2.998118306e+000	-3.997336257e+000		
9.817000000e+003	1.634740528e+000	1.952765106e+001		9.817000000e+003	2.821445657e+000	-2.985201865e+000		9.817000000e+003	-3.112043033e+000	-4.036467571e+000		
9.818000000e+003	1.577654660e+000	1.919023571e+001		9.818000000e+003	2.424806454e+000	-2.972831177e+000		9.818000000e+003	-3.254916461e+000	-3.812304972e+000		
9.819000000e+003	2.407644955e+000	1.910653577e+001		9.819000000e+003	2.642142068e+000	-2.537274410e+000		9.819000000e+003	-2.992765792e+000	-3.789788625e+000		
9.820000000e+003	1.917498766e+000	1.807568197e+001		9.820000000e+003	2.565678134e+000	-3.079085004e+000		9.820000000e+003	-2.684447353e+000	-3.668113060e+000		
9.821000000e+003	2.309113374e+000	1.811709083e+001		9.821000000e+003	3.363807840e+000	-3.467996321e+000		9.821000000e+003	-3.011321823e+000	-3.921325886e+000		
9.822000000e+003	2.140007765e+000	1.812690896e+001		9.822000000e+003	2.895286626e+000	-3.125568051e+000		9.822000000e+003	-2.857536619e+000	-3.659556817e+000		
9.823000000e+003	2.078509476e+000	1.712542863e+001		9.823000000e+003	2.973464843e+000	-2.644952722e+000		9.823000000e+003	-2.810801506e+000	-3.798485293e+000		
9.824000000e+003	2.716540656e+000	1.735467029e+001		9.824000000e+003	2.617923692e+000	-2.449417322e+000		9.824000000e+003	-2.751142171e+000	-3.804162615e+000		
9.825000000e+003	2.498757702e+000	1.651697535e+001		9.825000000e+003	3.904258522e+000	-2.548408885e+000		9.825000000e+003	-2.780145914e+000	-3.916142971e+000		
9.826000000e+003	2.633777987e+000	1.597566655e+001		9.826000000e+003	3.260122131e+000	-2.248890976e+000		9.826000000e+003	-2.378815480e+000	-3.417424396e+000		
9.827000000e+003	2.180519218e+000	1.622789756e+001		9.827000000e+003	3.456808554e+000	-2.448831502e+000		9.827000000e+003	-2.974959152e+000	-3.927419038e+000		
9.828000000e+003	3.043145944e+000	1.573938883e+001		9.828000000e+003	2.472313714e+000	-2.934532692e+000		9.828000000e+003	-2.882416474e+000	-3.552186002e+000		
9.829000000e+003	2.209222854e+000	1.503117495e+001		9.829000000e+003	3.440671657e+000	-2.852372959e+000		9.829000000e+003	-2.534332083e+000	-3.708513651e+000		
9.830000000e+003	2.315482711e+000	1.494176306e+001		9.830000000e+003	3.516652854e+000	-3.836677194e+000		9.830000000e+003	-2.519069443e+000	-3.944574703e+000		
9.831000000e+003	2.180700682e+000	1.550457527e+001		9.831000000e+003	3.520531482e+000	-2.685693875e+000		9.831000000e+003	-2.620765270e+000	-3.647314107e+000		
9.832000000e+003	2.485979741e+000	1.436680189e+001		9.832000000e+003	3.868460471e+000	-2.396984660e+000		9.832000000e+003	-2.429492821e+000	-3.392287029e+000		
9.833000000e+003	2.790324637e+000	1.415855018e+001		9.833000000e+003	4.178835115e+000	-2.400508334e+000		9.833000000e+003	-2.695326650e+000	-3.354158144e+000		
9.834000000e+003	2.368479021e+000	1.428273941e+001		9.834000000e+003	3.720954357e+000	-2.811140511e+000		9.834000000e+003	-2.424425243e+000	-3.986422729e+000		
9.835000000e+003	2.858323936e+000	1.419649547e+001		9.835000000e+003	4.397518000e+000	-2.635968978e+000		9.835000000e+003	-2.402213670e+000	-3.518193258e+000		
9.836000000e+003	2.090284813e+000	1.349001181e+001		9.836000000e+003	4.063618355e+000	-3.056768987e+000		9.836000000e+003	-2.280836267e+000	-3.764835639e+000		
9.837000000e+003	2.411168629e+000	1.333982400e+001		9.837000000e+003	4.969260663e+000	-2.866783515e+000		9.837000000e+003	-1.924297937e+000	-3.747902088e+000		
9.838000000e+003	2.409205586e+000	1.331262420e+001		9.838000000e+003	4.351976894e+000	-3.170619417e+000		9.838000000e+003	-2.132977144e+000	-3.365084897e+000		
9.839000000e+003	2.899558329e+000	1.338936432e+001		9.839000000e+003	4.613623820e+000	-3.240909094e+000		9.839000000e+003	-2.112226426e+000	-3.711815017e+000		
9.840000000e+003	2.090853712e+000	1.227167842e+001		9.840000000e+003	4.712536028e+000	-2.300664493e+000		9.840000000e+003	-1.989717254e+000	-3.505628075e+000		
9.841000000e+003	2.268112570e+000	1.295386415e+001		9.841000000e+003	4.610475717e+000	-4.380018857e+000		9.841000000e+003	-1.713158753e+000	-3.864558893e+000		
9.842000000e+003	2.199915664e+000	1.237980854e+001		9.842000000e+003	4.728977505e+000	-3.623983602e+000		9.842000000e+003	-2.178093666e+000	-3.843539382e+000		
9.843000000e+003	2.068765449e+000	1.170701617e+001		9.843000000e+003	4.996348431e+000	-3.076482655e+000		9.843000000e+003	-1.877095063e+000	-3.466345443e+000		
9.844000000e+003	1.853879893e+000	1.168693335e+001		9.844000000e+003	4.918679403e+000	-3.814153456e+000		9.844000000e+003	-1.561478086e+000	-3.628625041e+000		
9.845000000e+003	1.983271675e+000	1.116279072e+001		9.845000000e+003	4.835144781e+000	-3.731302681e+000		9.845000000e+003	-1.830308214e+000	-3.915448623e+000		
9.846000000e+003	1.510759901e+000	1.113103662e+001		9.846000000e+003	5.486170007e+000	-3.805977257e+000		9.846000000e+003	-1.747005820e+000	-3.578735407e+000		
9.847000000e+003	1.755229282e+000	1.122917123e+001		9.847000000e+003	5.589458362e+000	-3.948131635e+000		9.847000000e+003	-1.411101706e+000	-3.715312823e+000		
9.848000000e+003	1.634236980e+000	1.126404271e+001		9.848000000e+003	6.255069967e+000	-4.787860997e+000		9.848000000e+003	-1.459544683e+000	-3.848601709e+000		
9.849000000e+003	1.872753536e+000	1.088854594e+001		9.849000000e+003	5.111653492e+000	-3.395547161e+000		9.849000000e+003	-1.244651737e+000	-3.563964257e+000		
9.850000000e+003	1.504543438e+000	1.052505031e+001		9.850000000e+003	5.386531553e+000	-4.222559633e+000		9.850000000e+003	-1.571033452e+000	-3.844429004e+000		
9.851000000e+003	1.297749670e+000	1.062166630e+001		9.851000000e+003	5.071988093e+000	-4.087813587e+000		9.851000000e+003	-1.194411427e+000	-3.854948095e+000		
9.852000000e+003	1.117763889e+000	1.029308650e+001		9.852000000e+003	6.276394446e+000	-4.328295130e+000		9.852000000e+003	-7.577939792e-001	-3.892848642e+000		
9.853000000e+003	1.265064129e+000	1.020812234e+001		9.853000000e+003	5.644632437e+000	-4.930416813e+000		9.853000000e+003	-1.321963574e+000	-3.967485487e+000		
9.854000000e+003	1.089383893e+000	9.989857228e+000		9.854000000e+003	5.471487936e+000	-4.787751690e+000		9.854000000e+003	-1.060539540e+000	-4.051397818e+000		
9.855000000e+003	9.276504386e-001	1.005750196e+001		9.855000000e+003	5.575081260e+000	-5.047374307e+000		9.855000000e+003	-1.206328843e+000	-4.173652979e+000		
9.856000000e+003	5.557775542e-001	9.753255868e+000		9.856000000e+003	5.248161667e+000	-4.917615124e+000		9.856000000e+003	-1.362505758e+000	-3.910653532e+000		
9.857000000e+003	9.568515938e-001	9.714663307e+000		9.857000000e+003	5.718030346e+000	-5.565500804e+000		9.857000000e+003	-7.131221224e-001	-4.376708933e+000		
9.858000000e+003	1.488860226e-001	9.560207482e+000		9.858000000e+003	5.930494822e+000	-5.060034793e+000		9.858000000e+003	-7.438530815e-001	-4.287873145e+000		
9.859000000e+003	2.479345356e-001	9.612021843e+000		9.859000000e+003	5.408027966e+000	-5.203978140e+000		9.859000000e+003	-9.401257646e-001	-4.670880552e+000		
9.860000000e+003	2.523719489e-001	9.150335587e+000		9.860000000e+003	5.879564637e+000	-5.483450961e+000		9.860000000e+003	-2.416330780e-001	-4.258843534e+000		
9.861000000e+003	-1.269344050e-001	8.647126891e+000		9.861000000e+003	5.704269794e+000	-5.122100231e+000		9.861000000e+003	-5.456472110e-001	-4.423238854e+000		
